,token,ner_tag
60744,B-Year,1992
60745,B-Plot,a
60746,I-Plot,murderous
60747,I-Plot,soul
60748,I-Plot,is
60749,I-Plot,summoned
60750,I-Plot,to
60751,I-Plot,reality
60752,I-Plot,by
60753,I-Plot,a
60754,I-Plot,student
60755,I-Plot,who
60756,I-Plot,is
60757,I-Plot,researching
60758,I-Plot,the
60759,I-Plot,urban
60760,I-Plot,legend
60761,O,setting
60762,O,in
60763,O,the
60764,O,near
60765,O,future
60766,O,this
60767,O,movie
60768,O,is
60769,O,about
60770,B-Plot,humans
60771,I-Plot,that
60772,I-Plot,traverse
60773,I-Plot,the
60774,I-Plot,universe
60775,I-Plot,in
60776,I-Plot,search
60777,I-Plot,of
60778,I-Plot,the
60779,I-Plot,creators
60780,I-Plot,of
60781,I-Plot,humans
60782,B-Plot,she
60783,I-Plot,was
60784,I-Plot,able
60785,I-Plot,to
60786,I-Plot,see
60787,I-Plot,past
60788,I-Plot,the
60789,I-Plot,monster
60790,I-Plot,to
60791,I-Plot,find
60792,I-Plot,the
60793,I-Plot,prince
60794,I-Plot,on
60795,I-Plot,the
60796,I-Plot,inside
60797,O,this
60798,B-Opinion,classic
60799,B-Genre,animated
60800,O,film
60801,O,retells
60802,O,a
60803,O,timeless
60804,O,story
60805,O,of
60806,O,love
60807,O,overcoming
60808,O,adversity
60809,B-Actor,shirley
60810,I-Actor,maclaine
60811,O,filmed
60812,O,her
60813,O,famous
60814,O,cameo
60815,O,in
60816,O,ocean
60817,O,s
60818,O,eleven
60819,B-Relationship,during
60820,I-Relationship,a
60821,I-Relationship,break
60822,I-Relationship,in
60823,I-Relationship,filming
60824,O,this
60825,B-Year,1960
60826,B-Director,billy
60827,I-Director,wilder
60828,O,movie
60829,O,show
60830,O,me
60831,O,a
60832,O,movie
60833,O,of
60834,O,a
60835,O,film
60836,O,based
60837,O,off
60838,O,of
60839,O,a
60840,B-Genre,young
60841,I-Genre,adult
60842,O,series
60843,O,about
60844,B-Plot,a
60845,I-Plot,child
60846,I-Plot,dealing
60847,I-Plot,with
60848,I-Plot,his
60849,I-Plot,struggles
60850,B-Actor,sigourney
60851,I-Actor,weaver
60852,B-Plot,belongs
60853,I-Plot,to
60854,I-Plot,a
60855,I-Plot,crew
60856,I-Plot,that
60857,I-Plot,just
60858,I-Plot,woke
60859,I-Plot,up
60860,I-Plot,in
60861,I-Plot,their
60862,I-Plot,spaceship
60863,I-Plot,near
60864,I-Plot,a
60865,I-Plot,planet
60866,I-Plot,the
60867,I-Plot,crew
60868,I-Plot,decides
60869,I-Plot,to
60870,I-Plot,explore
60871,I-Plot,the
60872,I-Plot,planet
60873,I-Plot,but
60874,I-Plot,bring
60875,I-Plot,back
60876,I-Plot,their
60877,I-Plot,nightmare
60878,I-Plot,on
60879,I-Plot,the
60880,I-Plot,ship
60881,B-Actor,sigourney
60882,I-Actor,weaver
60883,O,plays
60884,O,an
60885,B-Plot,astronaut
60886,I-Plot,in
60887,I-Plot,space
60888,I-Plot,and
60889,I-Plot,an
60890,I-Plot,extra
60891,I-Plot,terrestrial
60892,I-Plot,gets
60893,I-Plot,on
60894,I-Plot,board
60895,I-Plot,and
60896,I-Plot,starts
60897,I-Plot,killing
60898,I-Plot,everyone
60899,B-Character_Name,simba
60900,B-Plot,loses
60901,I-Plot,his
60902,I-Plot,father
60903,B-Character_Name,mufasa
60904,B-Plot,during
60905,I-Plot,a
60906,I-Plot,stampede
60907,O,in
60908,O,this
60909,B-Genre,animated
60910,O,tale
60911,O,about
60912,B-Plot,lions
60913,I-Plot,in
60914,I-Plot,africa
60915,B-Actor,sissy
60916,I-Actor,spacek
60917,O,is
60918,O,the
60919,O,tormented
60920,O,teen
60921,O,in
60922,O,this
60923,O,movie
60924,B-Origin,adaptation
60925,O,of
60926,B-Genre,horror
60927,O,great
60928,B-Origin,stephen
60929,I-Origin,king
60930,I-Origin,s
60931,I-Origin,book
60932,I-Origin,by
60933,I-Origin,the
60934,I-Origin,same
60935,I-Origin,name
60936,B-Director,sofia
60937,I-Director,coppola
60938,O,wrote
60939,O,the
60940,O,lead
60941,O,role
60942,O,specifically
60943,O,for
60944,B-Actor,bill
60945,I-Actor,murray
60946,O,and
60947,O,later
60948,O,said
60949,O,that
60950,O,if
60951,O,murray
60952,O,turned
60953,O,it
60954,O,down
60955,O,she
60956,O,would
60957,O,n
60958,O,t
60959,O,have
60960,O,done
60961,O,this
60962,B-Year,2003
60963,O,movie
60964,O,some
60965,B-Opinion,people
60966,I-Opinion,called
60967,I-Opinion,this
60968,I-Opinion,movie
60969,I-Opinion,the
60970,I-Opinion,hangover
60971,I-Opinion,but
60972,I-Opinion,with
60973,I-Opinion,a
60974,I-Opinion,dog
60975,I-Opinion,instead
60976,I-Opinion,of
60977,I-Opinion,a
60978,I-Opinion,baby
60979,O,and
60980,B-Actor,robert
60981,I-Actor,downey
60982,I-Actor,jr
60983,B-Actor,spencer
60984,I-Actor,tracy
60985,O,and
60986,B-Actor,katherine
60987,I-Actor,hepburn
60988,O,play
60989,B-Plot,husband
60990,I-Plot,and
60991,I-Plot,wife
60992,I-Plot,lawyers
60993,I-Plot,on
60994,I-Plot,opposing
60995,I-Plot,sides
60996,O,in
60997,O,this
60998,B-Year,1949
60999,B-Genre,comedy
61000,B-Director,stanley
61001,I-Director,kubrick
61002,O,s
61003,B-Year,1968
61004,B-Opinion,masterpiece
61005,O,provided
61006,O,some
61007,O,of
61008,O,the
61009,O,most
61010,O,iconic
61011,O,imagery
61012,O,in
61013,O,all
61014,O,of
61015,B-Genre,science
61016,I-Genre,fiction
61017,B-Director,stanley
61018,I-Director,kubrick
61019,O,s
61020,B-Genre,sci
61021,I-Genre,fi
61022,B-Opinion,masterpiece
61023,O,featuring
61024,O,the
61025,O,most
61026,B-Plot,realistic
61027,I-Plot,space
61028,I-Plot,environment
61029,I-Plot,to
61030,I-Plot,date
61031,I-Plot,monkeys
61032,I-Plot,monoliths
61033,O,and
61034,B-Character_Name,hal
61035,B-Director,stanley
61036,I-Director,kubrick
61037,O,directed
61038,O,this
61039,B-Year,1971
61040,O,film
61041,B-Origin,based
61042,I-Origin,on
61043,I-Origin,the
61044,I-Origin,novel
61045,I-Origin,by
61046,I-Origin,anthony
61047,I-Origin,burgess
61048,O,and
61049,O,starring
61050,B-Actor,malcolm
61051,I-Actor,mcdowell
61052,B-Director,stanley
61053,I-Director,kubrick
61054,B-Genre,satire
61055,O,featuring
61056,B-Actor,peter
61057,I-Actor,sellers
61058,O,in
61059,O,multiple
61060,O,roles
61061,O,that
61062,B-Plot,poked
61063,I-Plot,grim
61064,I-Plot,fun
61065,I-Plot,at
61066,I-Plot,the
61067,I-Plot,cold
61068,I-Plot,war
61069,I-Plot,and
61070,I-Plot,the
61071,I-Plot,threat
61072,I-Plot,of
61073,I-Plot,nuclear
61074,I-Plot,war
61075,O,starring
61076,O,a
61077,O,number
61078,O,of
61079,O,female
61080,O,comedians
61081,O,this
61082,B-Year,2011
61083,O,film
61084,O,was
61085,O,a
61086,O,blockbuster
61087,O,hit
61088,O,focusing
61089,O,on
61090,B-Plot,preparations
61091,I-Plot,for
61092,I-Plot,a
61093,I-Plot,wedding
61094,O,starring
61095,B-Actor,channing
61096,I-Actor,tatum
61097,O,this
61098,O,movie
61099,O,features
61100,B-Plot,a
61101,I-Plot,group
61102,I-Plot,of
61103,I-Plot,male
61104,I-Plot,strippers
61105,I-Plot,who
61106,I-Plot,display
61107,I-Plot,what
61108,I-Plot,it
61109,I-Plot,means
61110,I-Plot,to
61111,I-Plot,perform
61112,I-Plot,for
61113,I-Plot,the
61114,I-Plot,ladies
61115,O,starring
61116,B-Actor,tom
61117,I-Actor,cruise
61118,O,this
61119,B-Relationship,remake
61120,O,of
61121,O,a
61122,B-Relationship,timeless
61123,I-Relationship,classic
61124,B-Plot,finds
61125,I-Plot,the
61126,I-Plot,people
61127,I-Plot,of
61128,I-Plot,the
61129,I-Plot,earth
61130,I-Plot,facing
61131,I-Plot,destruction
61132,I-Plot,from
61133,I-Plot,the
61134,I-Plot,red
61135,I-Plot,planet
61136,B-Plot,steal
61137,I-Plot,from
61138,I-Plot,the
61139,I-Plot,rich
61140,I-Plot,and
61141,I-Plot,give
61142,I-Plot,to
61143,I-Plot,the
61144,I-Plot,poor
61145,O,the
61146,B-Year,1938
61147,O,way
61148,B-Actor,steve
61149,I-Actor,carell
61150,O,stars
61151,O,in
61152,O,this
61153,B-Genre,comedy
61154,O,about
61155,B-Plot,a
61156,I-Plot,party
61157,I-Plot,where
61158,I-Plot,the
61159,I-Plot,guests
61160,I-Plot,are
61161,I-Plot,supposed
61162,I-Plot,to
61163,I-Plot,bring
61164,I-Plot,someone
61165,I-Plot,unique
61166,B-Actor,steve
61167,I-Actor,carrel
61168,O,provided
61169,O,the
61170,O,voice
61171,O,for
61172,B-Plot,this
61173,I-Plot,bad
61174,I-Plot,guy
61175,I-Plot,who
61176,I-Plot,adopts
61177,I-Plot,3
61178,I-Plot,orphans
61179,O,what
61180,O,movie
61181,O,am
61182,O,i
61183,O,thinking
61184,O,about
61185,B-Actor,steve
61186,I-Actor,mcqueen
61187,O,won
61188,O,an
61189,B-Award,oscar
61190,O,for
61191,O,his
61192,O,role
61193,O,in
61194,O,this
61195,B-Year,1963
61196,O,movie
61197,B-Origin,based
61198,I-Origin,on
61199,I-Origin,a
61200,I-Origin,true
61201,I-Origin,story
61202,B-Director,steven
61203,I-Director,spielberg
61204,O,directed
61205,O,an
61206,O,updated
61207,O,version
61208,O,of
61209,O,this
61210,O,movie
61211,O,in
61212,B-Year,2005
61213,O,starring
61214,B-Actor,tom
61215,I-Actor,cruise
61216,O,and
61217,B-Actor,dakota
61218,I-Actor,fanning
61219,O,and
61220,O,it
61221,O,received
61222,O,lukewarm
61223,O,reviews
61224,B-Director,steven
61225,I-Director,spielberg
61226,O,was
61227,O,originally
61228,O,going
61229,O,to
61230,O,have
61231,O,m
61232,O,and
61233,O,ms
61234,O,in
61235,O,the
61236,O,movie
61237,O,but
61238,O,the
61239,O,mars
61240,O,company
61241,O,turn
61242,O,down
61243,O,the
61244,O,offer
61245,O,so
61246,B-Director,spielberg
61247,O,went
61248,O,to
61249,O,hersheys
61250,O,for
61251,O,reese
61252,O,s
61253,O,candy
61254,O,and
61255,O,the
61256,O,company
61257,O,took
61258,O,the
61259,O,offer
61260,O,in
61261,O,this
61262,O,classic
61263,B-Year,1982
61264,B-Genre,family
61265,O,movie
61266,B-Director,steven
61267,I-Director,spielberg
61268,O,won
61269,O,the
61270,B-Award,best
61271,I-Award,director
61272,I-Award,oscar
61273,O,for
61274,O,this
61275,B-Award,best
61276,I-Award,picture
61277,I-Award,oscar
61278,O,winner
61279,O,about
61280,B-Plot,saving
61281,I-Plot,jews
61282,I-Plot,during
61283,I-Plot,world
61284,I-Plot,war
61285,I-Plot,ii
61286,B-Opinion,strongly
61287,O,based
61288,O,movies
61289,O,on
61290,O,a
61291,B-Plot,legendary
61292,I-Plot,director
61293,I-Plot,who
61294,I-Plot,had
61295,I-Plot,an
61296,I-Plot,affinity
61297,I-Plot,for
61298,I-Plot,awful
61299,I-Plot,movies
61300,I-Plot,and
61301,I-Plot,his
61302,I-Plot,eclectic
61303,I-Plot,group
61304,I-Plot,of
61305,I-Plot,friends
61306,I-Plot,and
61307,I-Plot,actors
61308,I-Plot,he
61309,I-Plot,surrounded
61310,I-Plot,himself
61311,I-Plot,with
61312,O,the
61313,O,director
61314,O,is
61315,O,played
61316,O,by
61317,O,the
61318,O,talented
61319,O,mr
61320,B-Actor,johnny
61321,I-Actor,depp
61322,O,surely
61323,O,you
61324,O,can
61325,O,guess
61326,O,the
61327,B-Genre,disaster
61328,I-Genre,spoof
61329,O,film
61330,O,starring
61331,B-Actor,robert
61332,I-Actor,hays
61333,O,and
61334,O,featuring
61335,B-Actor,kareem
61336,I-Actor,abdul
61337,I-Actor,jabbar
61338,O,as
61339,O,a
61340,O,pilot
61341,B-Actor,sylvester
61342,I-Actor,stallone
61343,O,plays
61344,B-Plot,a
61345,I-Plot,minor
61346,I-Plot,boxer
61347,I-Plot,who
61348,I-Plot,suddenly
61349,I-Plot,receives
61350,I-Plot,a
61351,I-Plot,world
61352,I-Plot,title
61353,I-Plot,shot
61354,O,in
61355,O,this
61356,B-Year,1976
61357,O,movie
61358,B-Actor,sylvester
61359,I-Actor,stallone
61360,O,was
61361,O,a
61362,B-Plot,boxer
61363,I-Plot,from
61364,I-Plot,philadelphia
61365,O,in
61366,O,what
61367,B-Plot,famous
61368,B-Genre,sports
61369,O,movie
61370,O,they
61371,O,created
61372,O,a
61373,O,staute
61374,O,based
61375,O,on
61376,B-Actor,taylor
61377,I-Actor,lautner
61378,B-Opinion,great
61379,I-Opinion,actor
61380,O,in
61381,O,this
61382,O,film
61383,B-Plot,what
61384,I-Plot,happens
61385,I-Plot,when
61386,I-Plot,someone
61387,I-Plot,see
61388,I-Plot,s
61389,I-Plot,their
61390,I-Plot,baby
61391,I-Plot,photo
61392,I-Plot,on
61393,I-Plot,missing
61394,I-Plot,baby
61395,I-Plot,site
61396,B-Opinion,makes
61397,I-Opinion,for
61398,I-Opinion,some
61399,I-Opinion,great
61400,I-Opinion,thrills
61401,I-Opinion,and
61402,I-Opinion,an
61403,I-Opinion,adventure
61404,I-Opinion,to
61405,I-Opinion,look
61406,I-Opinion,for
61407,I-Opinion,the
61408,I-Opinion,truth
61409,B-Actor,taylor
61410,I-Actor,lautner
61411,O,of
61412,O,twilight
61413,O,fame
61414,O,stars
61415,O,in
61416,O,which
61417,B-Year,2011
61418,B-Genre,thriller
61419,O,as
61420,O,18
61421,O,year
61422,O,old
61423,B-Character_Name,nathan
61424,I-Character_Name,harper
61425,B-Plot,teenager
61426,B-Character_Name,charley
61427,I-Character_Name,brewster
61428,B-Plot,guesses
61429,I-Plot,that
61430,I-Plot,his
61431,I-Plot,new
61432,I-Plot,neighbor
61433,B-Character_Name,jerry
61434,I-Character_Name,dandrige
61435,B-Plot,is
61436,I-Plot,a
61437,I-Plot,vampire
61438,I-Plot,responsible
61439,I-Plot,for
61440,I-Plot,a
61441,I-Plot,string
61442,I-Plot,of
61443,I-Plot,recent
61444,I-Plot,deaths
61445,O,in
61446,O,this
61447,B-Genre,comedy
61448,I-Genre,horror
61449,O,movie
61450,O,tell
61451,O,me
61452,O,the
61453,B-Year,1995
61454,O,movie
61455,O,that
61456,O,followed
61457,B-Actor,brad
61458,I-Actor,pitt
61459,O,and
61460,B-Actor,morgan
61461,I-Actor,freeman
61462,B-Plot,as
61463,I-Plot,they
61464,I-Plot,try
61465,I-Plot,to
61466,I-Plot,capture
61467,I-Plot,a
61468,I-Plot,serial
61469,I-Plot,killer
61470,I-Plot,who
61471,I-Plot,focuses
61472,I-Plot,on
61473,I-Plot,the
61474,I-Plot,deadly
61475,I-Plot,sins
61476,O,tell
61477,O,me
61478,O,the
61479,O,name
61480,O,of
61481,O,the
61482,O,movie
61483,O,in
61484,O,which
61485,B-Plot,the
61486,I-Plot,sheriff
61487,I-Plot,is
61488,I-Plot,jealous
61489,I-Plot,of
61490,I-Plot,the
61491,I-Plot,profits
61492,I-Plot,of
61493,I-Plot,bootlegging
61494,I-Plot,brothers
61495,I-Plot,and
61496,I-Plot,tries
61497,I-Plot,to
61498,I-Plot,put
61499,I-Plot,them
61500,I-Plot,against
61501,I-Plot,each
61502,I-Plot,other
61503,O,tell
61504,O,me
61505,O,the
61506,O,name
61507,O,of
61508,O,the
61509,O,movie
61510,O,where
61511,B-Plot,cars
61512,I-Plot,morph
61513,I-Plot,into
61514,I-Plot,giant
61515,I-Plot,robots
61516,I-Plot,intent
61517,I-Plot,on
61518,I-Plot,taking
61519,I-Plot,over
61520,I-Plot,earth
61521,O,tell
61522,O,me
61523,O,the
61524,O,name
61525,O,of
61526,O,the
61527,O,movie
61528,O,with
61529,B-Actor,anthony
61530,I-Actor,hopkins
61531,O,in
61532,O,which
61533,O,he
61534,O,plays
61535,O,the
61536,O,killer
61537,O,tell
61538,O,me
61539,O,which
61540,B-Year,1979
61541,O,movie
61542,O,featured
61543,B-Actor,sigourney
61544,I-Actor,weaver
61545,O,as
61546,O,a
61547,B-Plot,space
61548,I-Plot,miner
61549,I-Plot,fighting
61550,I-Plot,for
61551,I-Plot,her
61552,I-Plot,life
61553,I-Plot,against
61554,I-Plot,a
61555,I-Plot,strange
61556,I-Plot,new
61557,I-Plot,extraterrestrial
61558,I-Plot,race
61559,B-Plot,ten
61560,I-Plot,years
61561,I-Plot,have
61562,I-Plot,passed
61563,O,and
61564,B-Character_Name,sidney
61565,I-Character_Name,prescott
61566,B-Plot,who
61567,I-Plot,has
61568,I-Plot,put
61569,I-Plot,herself
61570,I-Plot,back
61571,I-Plot,together
61572,I-Plot,thanks
61573,I-Plot,in
61574,I-Plot,part
61575,I-Plot,to
61576,I-Plot,her
61577,I-Plot,writing
61578,O,is
61579,B-Plot,visited
61580,I-Plot,by
61581,I-Plot,the
61582,I-Plot,ghostface
61583,I-Plot,killer
61584,O,in
61585,O,this
61586,O,latest
61587,B-Director,wes
61588,I-Director,craven
61589,O,installment
61590,O,the
61591,O,14
61592,O,year
61593,O,old
61594,O,son
61595,O,of
61596,O,robert
61597,O,altman
61598,B-Director,mike
61599,I-Director,altman
61600,O,wrote
61601,O,the
61602,O,lyrics
61603,O,to
61604,O,the
61605,O,theme
61606,B-Soundtrack,song
61607,I-Soundtrack,suicide
61608,I-Soundtrack,is
61609,I-Soundtrack,painless
61610,O,of
61611,O,this
61612,B-Year,1970
61613,O,movie
61614,O,that
61615,O,later
61616,O,became
61617,O,a
61618,O,hit
61619,O,television
61620,O,show
61621,O,the
61622,B-Relationship,23
61623,I-Relationship,rd
61624,I-Relationship,movie
61625,I-Relationship,of
61626,I-Relationship,the
61627,I-Relationship,franchise
61628,O,released
61629,O,to
61630,O,coincide
61631,O,with
61632,O,the
61633,O,50
61634,O,th
61635,O,anniversary
61636,O,of
61637,B-Character_Name,james
61638,I-Character_Name,bond
61639,O,the
61640,B-Relationship,3
61641,I-Relationship,d
61642,I-Relationship,version
61643,I-Relationship,of
61644,I-Relationship,the
61645,B-Genre,horror
61646,B-Relationship,movie
61647,O,where
61648,B-Plot,a
61649,I-Plot,serial
61650,I-Plot,killer
61651,I-Plot,has
61652,I-Plot,his
61653,I-Plot,victims
61654,I-Plot,play
61655,I-Plot,games
61656,I-Plot,and
61657,I-Plot,gives
61658,I-Plot,them
61659,I-Plot,horrible
61660,I-Plot,choices
61661,I-Plot,to
61662,I-Plot,survive
61663,I-Plot,or
61664,I-Plot,die
61665,B-Plot,the
61666,I-Plot,accidental
61667,I-Plot,mix
61668,I-Plot,up
61669,I-Plot,of
61670,I-Plot,four
61671,I-Plot,identical
61672,I-Plot,plaid
61673,I-Plot,overnight
61674,I-Plot,bags
61675,I-Plot,leads
61676,I-Plot,to
61677,I-Plot,a
61678,I-Plot,series
61679,I-Plot,of
61680,I-Plot,increasingly
61681,I-Plot,wild
61682,I-Plot,and
61683,I-Plot,wacky
61684,I-Plot,situations
61685,I-Plot,in
61686,I-Plot,this
61687,I-Plot,movie
61688,O,starring
61689,B-Actor,barbra
61690,I-Actor,streisand
61691,O,the
61692,B-Origin,adaptation
61693,I-Origin,of
61694,I-Origin,a
61695,I-Origin,journal
61696,I-Origin,kept
61697,I-Origin,by
61698,I-Origin,a
61699,B-Plot,young
61700,I-Plot,girl
61701,I-Plot,under
61702,I-Plot,threat
61703,I-Plot,by
61704,I-Plot,an
61705,I-Plot,army
61706,B-Origin,the
61707,I-Origin,adventures
61708,I-Origin,of
61709,I-Origin,a
61710,I-Origin,a
61711,I-Origin,milne
61712,I-Origin,s
61713,I-Origin,characters
61714,B-Opinion,in
61715,I-Opinion,the
61716,I-Opinion,hundred
61717,I-Opinion,acre
61718,I-Opinion,wood
61719,O,is
61720,O,the
61721,O,plot
61722,O,of
61723,O,this
61724,B-Director,disney
61725,B-Genre,animation
61726,B-Plot,the
61727,I-Plot,adventures
61728,I-Plot,of
61729,I-Plot,our
61730,I-Plot,16
61731,I-Plot,th
61732,I-Plot,president
61733,I-Plot,as
61734,I-Plot,a
61735,I-Plot,slayer
61736,I-Plot,of
61737,I-Plot,undead
61738,I-Plot,monstrosities
61739,I-Plot,in
61740,I-Plot,the
61741,I-Plot,1800
61742,I-Plot,s
61743,B-Plot,the
61744,I-Plot,aging
61745,I-Plot,patriarch
61746,I-Plot,of
61747,I-Plot,an
61748,I-Plot,organized
61749,I-Plot,crime
61750,I-Plot,dynasty
61751,I-Plot,transfers
61752,I-Plot,control
61753,I-Plot,of
61754,I-Plot,his
61755,I-Plot,clandestine
61756,I-Plot,empire
61757,I-Plot,to
61758,I-Plot,his
61759,I-Plot,reluctant
61760,I-Plot,son
61761,O,the
61762,O,aptly
61763,O,named
61764,B-Year,2010
61765,B-Genre,dreamworks
61766,I-Genre,animation
61767,O,of
61768,B-Plot,a
61769,I-Plot,villain
61770,I-Plot,turned
61771,I-Plot,hero
61772,I-Plot,upon
61773,I-Plot,realizing
61774,I-Plot,that
61775,I-Plot,the
61776,I-Plot,true
61777,I-Plot,superhero
61778,I-Plot,of
61779,I-Plot,metro
61780,I-Plot,city
61781,I-Plot,faked
61782,I-Plot,his
61783,I-Plot,death
61784,B-Genre,the
61785,I-Genre,black
61786,I-Genre,and
61787,I-Genre,white
61788,B-Plot,kung
61789,I-Plot,fu
61790,I-Plot,master
61791,O,returns
61792,O,in
61793,O,an
61794,O,all
61795,O,new
61796,B-Genre,animated
61797,O,film
61798,O,watch
61799,O,him
61800,B-Plot,eat
61801,I-Plot,his
61802,I-Plot,way
61803,I-Plot,to
61804,I-Plot,victory
61805,O,the
61806,B-Genre,cartoon
61807,O,movie
61808,O,about
61809,B-Plot,the
61810,I-Plot,panda
61811,I-Plot,that
61812,I-Plot,does
61813,I-Plot,kung
61814,I-Plot,fu
61815,O,the
61816,O,character
61817,O,of
61818,B-Character_Name,elizabeth
61819,I-Character_Name,lane
61820,O,was
61821,B-Origin,loosely
61822,I-Origin,based
61823,I-Origin,on
61824,I-Origin,the
61825,I-Origin,then
61826,I-Origin,popular
61827,I-Origin,family
61828,I-Origin,circle
61829,I-Origin,magazine
61830,I-Origin,columnist
61831,I-Origin,gladys
61832,I-Origin,taber
61833,B-Plot,who
61834,I-Plot,lived
61835,I-Plot,on
61836,I-Plot,stillmeadow
61837,I-Plot,farm
61838,I-Plot,in
61839,I-Plot,new
61840,I-Plot,england
61841,O,for
61842,O,this
61843,B-Year,1945
61844,B-Genre,holiday
61845,I-Genre,classic
61846,O,the
61847,B-Plot,charlestown
61848,I-Plot,chiefs
61849,I-Plot,are
61850,I-Plot,a
61851,I-Plot,hockey
61852,I-Plot,team
61853,I-Plot,coached
61854,I-Plot,by
61855,B-Character_Name,reggie
61856,I-Character_Name,dunlop
61857,O,played
61858,O,by
61859,B-Actor,paul
61860,I-Actor,newman
61861,O,in
61862,O,what
61863,B-Year,1977
61864,O,film
61865,O,the
61866,B-Genre,classic
61867,I-Genre,movie
61868,O,about
61869,B-Plot,vietnam
61870,I-Plot,war
61871,I-Plot,from
61872,I-Plot,the
61873,I-Plot,1970
61874,I-Plot,s
61875,I-Plot,that
61876,I-Plot,is
61877,I-Plot,very
61878,I-Plot,violent
61879,O,and
61880,O,is
61881,O,a
61882,B-Director,stanley
61883,I-Director,kubreck
61884,O,film
61885,B-Plot,the
61886,I-Plot,clock
61887,I-Plot,family
61888,I-Plot,are
61889,I-Plot,four
61890,I-Plot,inch
61891,I-Plot,tall
61892,I-Plot,people
61893,I-Plot,who
61894,I-Plot,live
61895,I-Plot,anonymously
61896,I-Plot,in
61897,I-Plot,another
61898,I-Plot,family
61899,I-Plot,s
61900,I-Plot,residence
61901,I-Plot,borrowing
61902,I-Plot,simple
61903,I-Plot,items
61904,I-Plot,to
61905,I-Plot,make
61906,I-Plot,their
61907,I-Plot,home
61908,O,in
61909,O,this
61910,B-Year,2010
61911,B-Genre,family
61912,I-Genre,animation
61913,O,the
61914,B-Opinion,controversial
61915,B-Origin,book
61916,I-Origin,adapted
61917,I-Origin,into
61918,I-Origin,film
61919,B-Actor,malcom
61920,I-Actor,mcdowell
61921,O,stars
61922,O,as
61923,B-Plot,a
61924,I-Plot,boy
61925,I-Plot,who
61926,I-Plot,leads
61927,I-Plot,a
61928,I-Plot,gang
61929,I-Plot,and
61930,I-Plot,commits
61931,I-Plot,some
61932,I-Plot,ultra
61933,I-Plot,violence
61934,O,the
61935,B-Character_Name,doorknob
61936,O,was
61937,O,the
61938,O,only
61939,O,character
